# x y z radius flag
-169.04128243715337 162.88440502982797 209.44050219289232 22.44170178630279 0
-169.26761027071854 163.62748327405512 210.22432043434242 22.362424874424708 0
-135.96850622649848 52.52855483415867 271.5381732396927 22.335325862976326 1
-169.63420742273843 162.11260003147126 207.99204934861183 22.291403263324842 0
-136.76450359851552 52.44281052688648 271.93271775286763 22.233524855787394 1
-137.14896050565565 52.77779538408528 272.0749857385887 22.091889832714706 1
-167.67959697503076 95.8127023538461 251.7356282803856 21.957089470162288 2
-137.5591701493543 52.873770575201654 272.10342383795216 21.889620898166555 1
-168.3084712049626 162.0778818822857 211.2075591544203 21.869523846899938 0
-168.34999216570054 163.06872131160853 208.72271611800144 21.833627185144543 0
-167.61151272053894 95.79192425084427 251.20074343761445 21.814417998504215 2
-171.0535846739759 162.70554791285792 207.66847933720572 21.80023333431296 0
-137.2283087075845 53.93479569613441 271.96477499757157 21.79740144514055 1
-123.87818232312448 47.7981021504261 275.51633620151983 21.781818840932786 1
-269.45641800522424 -80.65238619701921 134.97718562646713 21.760794870176206 3
-269.2369230058743 -80.54619451044883 135.12530851270094 21.739337447517215 3
-123.93456219048579 47.78369991408581 275.27963102741666 21.707044555760127 1
-167.53988002850352 95.88297638595385 250.34122245790056 21.66920108489397 2
-171.73962409910845 163.24183379259344 207.83372954956693 21.57041750816541 0
-137.2021251065013 55.574580247613106 271.7417732709007 21.49833591863337 1
-137.3164785365241 55.670595714896855 271.78455449398325 21.47050876648723 1
-170.12528446277736 159.54945246539958 206.76712950391737 21.43831111280928 0
-166.82418035061846 95.07953427039247 253.93689977085282 21.429418346256867 2
-172.1430357164092 163.94203163940972 208.42664679720906 21.428587053416482 0
-262.09933551240107 -78.26390703962574 122.23532130896965 21.37362245402951 3
-270.7708334410899 -80.51118651588406 134.57092340921787 21.37049984727009 3
-261.3475284114091 -77.91601400663887 122.61349197031508 21.363712520736502 3
-133.50438640184262 50.75580846945729 267.5107634711313 21.34704812385621 1
-168.44068228275387 162.46305826771496 206.86118714976914 21.320620340139126 0
-268.5618028737517 -79.652925484364 135.93145109183928 21.307403682302397 3
-124.42206499564017 47.76748173031416 273.88096156024176 21.28606639983206 1
-165.95724092429356 97.91906003855203 253.32693333987348 21.19703598722092 2
-229.344681491862 110.97500186973481 103.67740814401115 21.144839328091294 4
-166.29196551946987 94.67016528658739 240.6820842000493 21.13557337956638 2
-166.39180696664118 94.63309163929652 240.7533320263653 21.129022381219 2
-262.848019157793 -78.77543681947886 123.93643049957419 21.096183166435054 3
-261.78323885176184 -78.28249015130734 124.39440192324824 21.088279143641532 3
-231.78661724988643 111.71423943185671 105.49880406669162 21.078246502044184 4
-165.9673455320533 94.89130013705694 240.27857807993777 21.075645300955195 2
-202.22935409414106 166.7282459379273 104.27767179195939 20.99153552888716 5
-202.26994680865337 166.85489638758932 103.9510993513981 20.98246674507836 5
-232.166571678213 112.13791645342575 105.76253594791112 20.933166781860482 4
-263.38047225202814 -78.95253545756387 124.52228465542373 20.9216321159704 3
-166.26588237853395 94.5768825579338 254.32128848599572 20.86117179392544 2
-133.77679786802045 50.07929250469119 266.7547997965949 20.858887078096544 1
-167.42504693389003 163.07092985330024 206.94031005353042 20.82652793323233 0
-166.8294351029834 95.12807658992017 244.58894886233048 20.819755559040722 2
-228.19515059848024 111.55747297697003 102.76069916198308 20.773657675414974 4
-202.40905268207993 167.28115034825086 103.70736489284884 20.729600822155657 5
-171.72628670805167 159.5572561322279 206.13639805277444 20.725007258555856 0
-126.47841947074998 48.39509025967177 272.1455692706501 20.711067087439783 1
-267.24928494669723 -78.10751122416217 137.10427954305942 20.690194302744835 3
-167.93932412452804 165.5142230360994 209.8920263197583 20.66242767796452 0
-232.9217315084663 112.67110710448176 106.03297745754301 20.641866739493025 4
-276.35088183212946 -80.03239498629725 132.9325388770999 20.62874936586387 3
-270.58114551933636 -83.98962583248328 137.1035349215708 20.594242247495913 3
-277.90984345757334 -79.72966138133236 132.57595935203838 20.579602924395893 3
-265.05365656867554 -79.51573122011901 126.36268252416414 20.5669328354769 3
-174.14864409213038 165.66191255761444 210.21198160572905 20.566544946610954 0
-232.39544913661487 112.42168529516054 106.5467392579077 20.547881641468134 4
-231.26478745473034 111.20921796332054 106.81978900351731 20.463049022280178 4
-265.9701566480206 -79.74708268955399 128.1560473702474 20.4466170752263 3
-200.15231610970358 166.8826500994001 103.3682009340655 20.43757247168247 5
-269.77869815142975 -83.80941562426166 137.8599391281099 20.40938279746614 3
-262.6471480576779 -78.18331995027842 129.88299728780495 20.397485546361484 3
-144.48092647874097 65.19269178155824 271.48464075101566 20.394889131437253 1
-199.2826784663279 166.3206378040792 104.6515728423226 20.367683828614773 5
-166.4792216538002 161.57311296382926 212.12777742169132 20.341322807767884 0
-144.9146341164301 66.70913476971954 270.6675648152818 20.319404508881817 1
-262.63399314439033 -77.98896348634919 130.26370146715576 20.27498441803841 3
-163.99511720862077 94.45339323803908 237.9430256755661 20.26795737301852 2
-233.45126752635295 110.7074431311645 104.30238891214677 20.221992442435578 4
-165.2831637165283 96.34827745695169 243.3227497543229 20.201924984537875 2
-140.04183103960256 49.96182468875447 270.62752078433385 20.167210982276444 1
-168.9977198412353 159.12662180713576 205.17197136017197 20.146629429267144 0
-271.6455297671055 -85.41405111292437 137.87542343837885 20.137164050050558 3
-205.37258939621364 163.30624636911546 106.49887478946951 20.129996745445318 5
-226.39285132915575 111.77205099340753 102.38762650933856 20.124650579642665 4
-166.18386488813823 95.95829506090739 238.40974041050646 20.11585895314375 2
-166.2688312584232 163.7981426101012 206.70794300687183 20.10857058105987 0
-265.539816382192 -76.29172250768082 138.94949738690667 20.089558745777293 3
-198.42961343770287 166.85508926616936 102.81634983347206 20.086269692933627 5
-144.79694780760087 64.11728883282807 271.63450520729697 20.026324620061146 1
-265.49028589801145 -76.34434109900526 139.17264584484278 19.986271463164243 3
-144.8798318592842 66.95126937384423 272.4258037826629 19.97379264989667 1
-231.06047342663564 109.26510538378349 101.3594752017762 19.973173240187496 4
-205.36724165946345 165.27331684193015 102.41680258994504 19.940204759939785 5
-205.53521428668125 162.58757724637644 106.98173626084233 19.92390135010209 5
-198.18056594058976 166.96610738889837 102.61478766823743 19.923592739322668 5
-231.87840404745046 112.01263633175999 107.79733463180261 19.92218267419105 4
-145.32729519264953 66.29690398617495 270.5241905229997 19.918651577923324 1
-144.97200886990265 67.1346851103078 272.5894789195081 19.880020865241907 1
-264.43186006314863 -75.33662006824639 139.38908028421108 19.875381250990362 3
-122.80317992189308 48.45529746863157 272.3536719482118 19.858429742110648 1
-205.591486595877 164.18153941943365 104.3378921549447 19.85183352365551 5
-264.10329313728846 -75.07782303728405 139.43608075233527 19.826827953825074 3
-263.9056823722833 -75.60659554219637 137.13002561844817 19.74536840796481 3
-265.03344845458923 -75.39342811798163 139.57778731137378 19.72285280401761 3
-168.39937893145398 156.72824576182015 210.91676785697786 19.721330771374536 0
-164.03362253212123 92.90174865937298 238.0901743829302 19.716837569949558 2
-269.657897314105 -85.00059237935157 139.79830149079856 19.69948361917673 3
-169.7839597434129 154.0800311586128 207.52327263191745 19.680412580108598 0
-133.75237222842082 50.19006519448368 264.82674297216255 19.679274003361947 1
-162.83056704173163 -16.604918511499623 10.129513917181244 19.660133855581595 6
-132.87007657453486 52.44843079277813 264.5971488199772 19.653885382274296 1
-132.85330610218122 52.500447756725684 264.58819463815536 19.651944521980955 1
-164.01844965416356 99.88949943444514 249.3645754568171 19.646214555123088 2
-229.80213585218806 110.22611821001824 108.39142167986024 19.641543841755656 4
-226.1301693240355 111.5691323589889 101.70668491984698 19.639132246452036 4
-165.6252111559437 -17.079745096602345 11.340758192668183 19.626173695575474 6
-163.62663543229257 -16.69882837015396 10.486137231129437 19.622128926191586 6
-232.4562597622195 113.17252938771539 107.77324718271016 19.617139681431116 4
-140.6398213627678 49.192649694435346 269.9536501813787 19.61450391072864 1
-234.58559566763293 114.56065969943938 106.36948881103905 19.608144294908385 4
-279.53397976378653 -78.18276120957628 133.07737354464933 19.604206606753653 3
-166.45808122247917 -17.146336426842307 11.988159956136373 19.596082670219985 6
-141.2741801616913 77.93008470958975 101.07454846849221 19.590686839243787 7
-89.04376425936776 -95.45025984346788 220.24951279227153 19.582577866180404 8
-163.8916251226549 100.00198392496806 249.23192614410235 19.578835956733634 2
-263.1492924482102 -76.27516958191264 134.58979664499097 19.57724535667885 3
-197.0751845891884 166.58354612714407 101.99543776393794 19.55870795550086 5
-139.62551627899649 49.238286434127716 269.36330611079313 19.55346179754861 1
-145.30451472088598 62.517875078450125 271.86368506459524 19.548529226492384 1
-165.45270581298794 96.13037405465661 236.84635354698418 19.533998950474825 2
-60.0978162616191 49.84116817617116 148.78540466873298 19.484155487808245 9
-79.78528662789307 -63.67304718605296 133.4262601325146 19.481985241794753 10
-165.51388564272452 163.86959373861004 206.44539867359137 19.472364424227077 0
-173.84332275009857 158.5486587084811 205.41821878369316 19.468950045672894 0
-104.43002490390941 -150.59883619519738 45.92224651296141 19.43129131952007 11
-208.4428391631242 -128.87037801578268 150.25886063886327 19.422886594907165 12
-79.91035480337072 -63.039499730760106 133.5088087823418 19.421388098339072 10
-224.175396495675 111.70863875007602 102.42734355871104 19.404251007688273 4
